CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn_probability,risk_band_default,risk_band_optimized,actual_churn,predicted_churn_f1
731,Spain,Male,46,10,0.0,2,1,0,153015.42,0.1033,Low,Low,0,0
634,Germany,Male,43,3,212696.32,1,1,0,115268.86,0.5373,Medium,Medium,0,1
505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0.0467,Low,Low,0,0
464,France,Male,38,3,116439.65,1,1,0,75574.48,0.1341,Low,Low,0,0
650,Spain,Male,41,3,128808.65,3,0,0,113677.53,0.9117,High,High,1,1
730,France,Female,39,1,99010.67,1,1,0,194945.8,0.1903,Low,Low,0,0
530,France,Female,55,4,120905.03,1,0,1,123475.88,0.3805,Low,Medium,1,1
612,France,Female,42,10,75497.51,1,0,0,149682.78,0.3463,Low,Medium,0,1
804,Spain,Female,38,3,124197.22,1,1,0,74692.06,0.1718,Low,Low,0,0
640,France,Female,47,6,89799.46,2,0,1,13783.77,0.2575,Low,Low,1,0
434,Spain,Male,55,6,0.0,1,0,1,73562.05,0.4024,Medium,Medium,1,1
640,Spain,Male,43,9,172478.15,1,1,0,191084.4,0.3404,Low,Medium,1,1
473,Germany,Male,40,8,152576.25,2,1,0,73073.68,0.0763,Low,Low,0,0
601,Germany,Female,49,4,96252.98,2,1,0,104263.82,0.4716,Medium,Medium,0,1
749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0.1471,Low,Low,0,0
822,France,Male,50,7,0.0,2,1,1,10062.8,0.0694,Low,Low,0,0
649,France,Female,36,2,0.0,2,0,1,75035.48,0.0377,Low,Low,0,0
719,Spain,Female,48,5,0.0,2,0,0,78563.66,0.1827,Low,Low,0,0
554,France,Female,39,10,0.0,2,1,1,18391.93,0.051,Low,Low,0,0
726,Spain,Female,26,1,80780.16,1,1,1,19225.85,0.0926,Low,Low,0,0
803,Spain,Female,45,7,0.0,2,1,1,128378.04,0.0866,Low,Low,0,0
850,Germany,Male,32,2,128647.98,2,0,0,54416.18,0.0662,Low,Low,0,0
666,France,Female,38,6,127043.09,1,1,1,8247.0,0.12,Low,Low,0,0
537,France,Male,28,3,157842.07,1,1,0,86911.49,0.0826,Low,Low,0,0
504,Germany,Male,43,5,134740.19,2,1,0,181430.91,0.2301,Low,Low,0,0
626,France,Female,52,0,0.0,2,1,0,32159.46,0.4357,Medium,Medium,1,1
696,France,Male,28,4,172646.82,1,1,1,116471.43,0.0568,Low,Low,0,0
602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0.0914,Low,Low,0,0
670,Spain,Male,30,3,133446.34,1,0,0,3154.95,0.1041,Low,Low,0,0
511,Germany,Male,48,6,149726.08,1,0,0,88307.87,0.7027,High,High,1,1
529,France,Female,31,6,152310.55,1,1,0,13054.25,0.1,Low,Low,0,0
637,France,Female,44,2,0.0,2,1,0,149665.65,0.1148,Low,Low,0,0
520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0.0842,Low,Low,0,0
565,France,Male,34,7,0.0,1,0,0,74593.84,0.1316,Low,Low,0,0
559,Germany,Female,28,3,152264.81,1,0,0,64242.31,0.2173,Low,Low,0,0
689,Spain,Female,55,4,0.0,2,1,1,58442.25,0.1094,Low,Low,0,0
673,France,Male,59,0,178058.06,2,0,1,21063.71,0.2386,Low,Low,1,0
645,Germany,Female,31,1,128927.93,1,1,1,2850.01,0.196,Low,Low,0,0
541,France,Female,39,6,109844.81,1,1,0,25289.23,0.1964,Low,Low,0,0
758,France,Female,39,6,127357.76,1,0,1,56577.0,0.1322,Low,Low,0,0
483,France,Female,30,9,0.0,2,0,0,136356.97,0.0383,Low,Low,0,0
575,Spain,Male,43,3,0.0,1,1,0,83594.51,0.4383,Medium,Medium,0,1
526,Spain,Male,35,5,0.0,2,1,1,105618.14,0.0285,Low,Low,0,0
612,France,Female,31,8,117989.76,1,1,1,54129.86,0.0835,Low,Low,0,0
605,France,Female,33,4,0.0,2,0,1,83700.66,0.0313,Low,Low,0,0
633,France,Female,32,1,104001.38,1,0,1,36642.65,0.0713,Low,Low,0,0
661,France,Female,30,7,0.0,2,1,0,72196.57,0.0373,Low,Low,0,0
633,France,Female,33,3,0.0,2,1,0,191111.02,0.0372,Low,Low,0,0
644,France,Male,37,6,117271.8,2,1,0,104217.96,0.0644,Low,Low,1,0
505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0.1077,Low,Low,0,0
679,Spain,Female,39,7,91187.9,1,0,1,6075.36,0.1459,Low,Low,0,0
551,France,Female,38,10,0.0,2,1,1,216.27,0.2044,Low,Low,0,0
665,France,Male,39,10,46323.57,1,1,0,136812.02,0.1939,Low,Low,0,0
751,Spain,Male,38,7,0.0,2,0,0,90839.61,0.0365,Low,Low,0,0
788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0.1143,Low,Low,0,0
684,France,Male,27,2,134603.88,1,1,1,71725.73,0.0572,Low,Low,0,0
717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0.3351,Low,Low,0,0
679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0.2241,Low,Low,0,0
521,France,Female,77,6,0.0,2,1,1,49054.1,0.0347,Low,Low,0,0
726,France,Male,31,9,0.0,2,1,1,106117.3,0.022,Low,Low,0,0
547,Germany,Female,42,1,142703.4,1,1,0,86207.49,0.5169,Medium,Medium,1,1
504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0.0714,Low,Low,0,0
754,Germany,Female,39,8,129401.87,1,1,1,87684.93,0.3303,Low,Low,0,0
775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0.0647,Low,Low,0,0
714,France,Male,46,1,0.0,1,1,0,152167.79,0.5941,Medium,Medium,1,1
568,Spain,Female,36,10,153610.61,1,1,1,54083.8,0.1003,Low,Low,1,0
704,Germany,Male,27,5,147004.34,1,1,0,64381.33,0.2172,Low,Low,1,0
719,France,Male,61,5,0.0,2,0,1,29132.43,0.0554,Low,Low,0,0
828,Spain,Male,42,10,0.0,1,1,1,186071.14,0.237,Low,Low,0,0
615,France,Male,32,7,92199.84,1,1,1,2755.53,0.0654,Low,Low,0,0
621,Germany,Male,46,6,141078.37,1,0,0,34580.8,0.6973,Medium,Medium,1,1
622,Spain,Female,23,8,0.0,2,1,1,131389.39,0.0359,Low,Low,0,0
589,France,Male,28,7,0.0,2,1,0,151645.96,0.0275,Low,Low,0,0
754,France,Female,47,1,185513.67,1,1,0,27438.83,0.6681,Medium,Medium,0,1
549,Germany,Male,36,6,139422.37,1,0,0,83983.39,0.2651,Low,Low,1,0
490,France,Male,33,1,0.0,2,1,1,80792.83,0.0226,Low,Low,0,0
643,France,Male,30,5,94443.77,1,1,1,165614.4,0.0608,Low,Low,0,0
548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0.1289,Low,Low,0,0
651,Spain,Female,46,4,89743.05,1,1,0,156425.57,0.563,Medium,Medium,1,1
678,France,Female,55,5,0.0,1,0,1,196794.11,0.6167,Medium,Medium,1,1
407,Spain,Male,37,1,0.0,1,1,1,49161.12,0.6121,Medium,Medium,1,1
683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0.0622,Low,Low,0,0
629,Germany,Female,45,7,129818.39,3,1,0,9217.55,0.9294,High,High,1,1
736,France,Male,27,5,51522.75,1,0,1,192131.77,0.1174,Low,Low,0,0
538,Spain,Female,31,0,0.0,2,0,0,179453.66,0.0606,Low,Low,0,0
655,Germany,Male,37,9,121342.24,1,1,1,180241.44,0.2427,Low,Low,0,0
738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0.0681,Low,Low,0,0
588,Spain,Male,59,4,0.0,2,1,1,27435.41,0.0595,Low,Low,0,0
736,Germany,Male,57,9,95295.39,1,1,0,28434.44,0.8911,High,High,1,1
623,France,Male,40,5,118788.57,1,1,0,192867.4,0.201,Low,Low,0,0
549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0.5503,Medium,Medium,0,1
630,France,Male,31,0,0.0,2,1,1,34475.14,0.0278,Low,Low,0,0
494,France,Female,35,9,112727.06,2,1,0,183752.91,0.0935,Low,Low,0,0
671,Germany,Male,36,2,116695.27,1,0,0,193201.86,0.3054,Low,Low,0,0
785,France,Female,38,1,0.0,1,1,0,134964.85,0.2587,Low,Low,1,0
724,France,Male,29,4,0.0,1,1,0,8982.75,0.1208,Low,Low,0,0
532,France,Male,42,1,159024.71,1,1,0,100982.93,0.218,Low,Low,1,0
747,Germany,Male,29,7,117726.33,1,1,1,175398.34,0.1439,Low,Low,0,0
598,France,Female,43,5,0.0,3,1,1,100722.72,0.8623,High,High,1,1
647,Germany,Male,35,3,192407.97,1,1,1,40145.28,0.1693,Low,Low,0,0
590,France,Male,43,8,0.0,2,1,1,143628.31,0.04,Low,Low,0,0
713,Germany,Female,38,7,144606.22,1,1,1,56594.36,0.2308,Low,Low,1,0
791,France,Male,36,6,111168.97,1,1,1,189969.91,0.0845,Low,Low,0,0
620,France,Female,29,1,138740.24,2,0,0,154700.61,0.0608,Low,Low,0,0
637,Germany,Male,30,1,122185.53,1,1,0,102566.46,0.2184,Low,Low,1,0
544,France,Female,32,9,110728.39,1,1,1,14559.62,0.0759,Low,Low,0,0
637,Spain,Female,40,6,0.0,2,1,1,181610.6,0.0496,Low,Low,0,0
658,France,Male,42,8,102870.93,1,0,1,103764.55,0.1238,Low,Low,1,0
714,France,Female,51,4,88308.87,3,0,0,5862.53,0.9196,High,High,1,1
642,France,Female,33,4,84607.34,2,0,1,60059.47,0.0534,Low,Low,0,0
613,Germany,Female,43,4,140681.68,1,0,1,20134.07,0.4896,Medium,Medium,0,1
684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0.0425,Low,Low,0,0
701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0.5885,Medium,Medium,0,1
615,France,Female,30,9,0.0,1,1,0,87347.82,0.1567,Low,Low,0,0
599,Germany,Male,39,2,188976.89,2,0,1,176142.09,0.0466,Low,Low,0,0
554,France,Female,26,7,92606.86,2,1,0,192709.69,0.0551,Low,Low,0,0
589,Germany,Female,19,9,83495.11,1,1,1,143022.31,0.1642,Low,Low,1,0
653,France,Male,43,0,0.0,2,1,0,27862.58,0.0917,Low,Low,0,0
633,Spain,Male,33,4,137847.41,2,1,0,98349.13,0.0555,Low,Low,0,0
762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0.0518,Low,Low,0,0
743,Germany,Male,39,3,119695.75,1,0,1,26136.13,0.3048,Low,Low,0,0
714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0.2018,Low,Low,0,0
827,France,Female,60,2,0.0,2,0,1,60615.83,0.0808,Low,Low,0,0
595,Spain,Male,35,8,0.0,1,1,0,100015.79,0.1609,Low,Low,1,0
663,France,Male,36,10,0.0,2,1,0,136349.55,0.0305,Low,Low,0,0
544,Spain,Male,37,2,0.0,2,0,0,135067.02,0.037,Low,Low,0,0
775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0.1568,Low,Low,0,0
702,Germany,Female,36,2,105264.88,2,1,1,52909.87,0.0814,Low,Low,0,0
583,France,Female,42,4,0.0,2,1,0,17439.66,0.054,Low,Low,0,0
670,France,Female,42,6,112333.63,1,1,1,65706.86,0.1745,Low,Low,0,0
526,Spain,Male,49,2,0.0,1,1,0,114539.67,0.7091,High,High,1,1
778,France,Male,37,3,141803.77,1,0,1,179421.84,0.0809,Low,Low,0,0
614,France,Male,38,2,116248.88,1,1,0,105140.92,0.1246,Low,Low,0,0
561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0.1702,Low,Low,0,0
556,France,Male,34,8,163757.06,1,1,1,104000.06,0.0615,Low,Low,0,0
683,France,Female,29,9,0.0,2,1,1,48849.89,0.0305,Low,Low,0,0
698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0.2117,Low,Low,0,0
663,France,Male,67,9,0.0,3,1,1,72318.77,0.5764,Medium,Medium,0,1
468,Spain,Male,26,1,131643.25,1,1,0,64436.16,0.0945,Low,Low,0,0
591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0.0726,Low,Low,0,0
430,Germany,Male,49,3,137115.16,1,1,0,146516.86,0.7544,High,High,1,1
661,France,Female,41,1,0.0,2,0,1,131300.68,0.0484,Low,Low,0,0
501,France,Male,44,4,142051.07,2,0,1,74940.5,0.1059,Low,Low,0,0
745,France,Female,36,9,0.0,1,1,0,19605.18,0.2292,Low,Low,1,0
666,France,Female,27,1,85225.21,1,0,1,64511.44,0.0747,Low,Low,0,0
686,Spain,Male,45,3,74274.87,3,1,0,64907.48,0.8418,High,High,1,1
661,Germany,Male,44,1,141136.62,1,1,0,189742.78,0.6246,Medium,Medium,1,1
608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0.1319,Low,Low,0,0
705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0.3125,Low,Low,0,0
760,France,Male,43,8,121911.59,1,1,0,193312.33,0.2796,Low,Low,0,0
698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0.2467,Low,Low,0,0
476,France,Male,37,4,0.0,1,1,1,55775.84,0.13,Low,Low,1,0
822,France,Male,32,8,116358.0,1,1,0,108798.36,0.0934,Low,Low,0,0
850,France,Female,42,8,0.0,1,1,0,19632.64,0.4247,Medium,Medium,1,1
745,France,Female,33,1,0.0,2,1,1,174431.01,0.0306,Low,Low,0,0
579,France,Female,38,4,175739.36,1,1,1,193130.55,0.1687,Low,Low,0,0
753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0.2188,Low,Low,0,0
667,France,Male,27,7,156811.74,1,1,1,149402.59,0.0539,Low,Low,0,0
638,France,Female,48,10,138333.03,1,1,1,47679.14,0.316,Low,Low,0,0
730,Spain,Female,62,2,0.0,2,1,1,162889.1,0.0962,Low,Low,0,0
758,Spain,Female,35,5,0.0,2,0,0,100365.51,0.0504,Low,Low,0,0
549,France,Female,29,8,0.0,2,1,1,189558.44,0.0342,Low,Low,0,0
708,France,Male,32,10,86614.06,2,1,1,172129.26,0.0332,Low,Low,0,0
568,Germany,Female,31,1,61592.14,2,1,1,61796.64,0.053,Low,Low,0,0
519,France,Male,48,10,71083.98,1,1,0,137959.0,0.5153,Medium,Medium,0,1
631,Germany,Female,29,2,96863.52,2,1,1,31613.35,0.0592,Low,Low,0,0
757,France,Male,32,9,0.0,2,1,0,115950.96,0.0284,Low,Low,0,0
734,France,Male,30,3,0.0,2,1,0,107640.25,0.0284,Low,Low,0,0
678,France,Male,31,2,0.0,2,1,1,58803.28,0.0236,Low,Low,0,0
762,Germany,Male,56,10,100260.88,3,1,1,77142.42,0.9103,High,High,1,1
660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0.242,Low,Low,0,0
730,France,Female,27,7,0.0,2,1,0,144099.48,0.0414,Low,Low,0,0
645,France,Female,48,7,90612.34,1,1,1,149139.13,0.4053,Medium,Medium,0,1
660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0.0514,Low,Low,0,0
565,Germany,Female,40,1,89994.71,2,0,1,121084.27,0.1254,Low,Low,0,0
686,France,Female,34,3,123971.51,2,1,0,147794.63,0.0721,Low,Low,0,0
740,France,Male,44,9,0.0,1,0,1,96528.0,0.2603,Low,Low,1,0
721,Spain,Male,33,5,0.0,2,0,1,117626.9,0.0238,Low,Low,0,0
604,France,Female,71,2,0.0,2,1,1,49506.82,0.0378,Low,Low,0,0
539,France,Female,47,2,127286.04,2,1,1,166929.43,0.322,Low,Low,1,0
759,Spain,Male,38,1,0.0,2,1,0,20778.39,0.0365,Low,Low,0,0
567,Germany,Male,41,0,134378.89,1,1,1,105746.94,0.3154,Low,Low,0,0
742,France,Male,31,4,105239.1,1,1,1,19700.24,0.0557,Low,Low,0,0
687,France,Female,72,9,0.0,1,0,1,69829.4,0.1461,Low,Low,0,0
614,France,Female,34,5,0.0,2,1,0,185561.89,0.0378,Low,Low,0,0
828,Spain,Male,47,1,109876.82,2,1,0,83611.45,0.2704,Low,Low,1,0
764,Germany,Female,39,9,138341.51,1,1,0,50072.94,0.4085,Medium,Medium,1,1
635,Spain,Male,46,8,0.0,2,1,1,60739.16,0.0654,Low,Low,0,0
546,France,Female,30,5,0.0,2,0,1,198543.09,0.0352,Low,Low,0,0
484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0.0962,Low,Low,0,0
721,France,Male,36,1,155176.83,2,1,1,49653.37,0.0422,Low,Low,0,0
609,Germany,Female,40,10,137389.77,2,1,0,170122.22,0.1785,Low,Low,0,0
684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0.5999,Medium,Medium,0,1
586,France,Female,38,2,0.0,2,1,0,87168.46,0.0508,Low,Low,0,0
835,France,Male,35,6,127120.07,1,1,0,28707.69,0.0963,Low,Low,0,0
709,France,Female,41,3,150300.65,2,1,0,71672.86,0.1075,Low,Low,0,0
554,Spain,Male,37,3,0.0,2,1,0,166177.3,0.0362,Low,Low,0,0
765,France,Female,56,1,0.0,1,1,0,13228.93,0.9316,High,High,1,1
610,France,Female,27,9,159561.93,1,0,1,103381.47,0.0738,Low,Low,0,0
592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0.0601,Low,Low,0,0
676,France,Female,34,8,100359.54,1,0,0,46038.28,0.1036,Low,Low,0,0
613,France,Male,20,3,0.0,2,1,1,149613.77,0.0241,Low,Low,0,0
607,France,Female,32,6,0.0,2,0,0,196062.01,0.0356,Low,Low,0,0
593,Germany,Female,39,8,151391.68,1,1,0,27274.6,0.3155,Low,Low,1,0
638,France,Male,24,1,0.0,2,0,1,162597.15,0.0225,Low,Low,0,0
711,France,Female,25,5,190066.54,1,0,0,51345.39,0.3056,Low,Low,1,0
634,Germany,Female,46,5,123642.36,1,1,1,49725.16,0.6041,Medium,Medium,1,1
439,France,Male,36,2,165536.28,2,1,1,123956.83,0.0448,Low,Low,0,0
650,Spain,Male,42,4,194532.66,1,1,0,171045.31,0.4833,Medium,Medium,1,1
742,France,Female,25,4,132116.13,2,1,0,129933.5,0.0621,Low,Low,0,0
639,France,Female,35,8,0.0,1,0,0,164453.98,0.2233,Low,Low,0,0
504,France,Female,32,8,206663.75,1,0,0,16281.94,0.4178,Medium,Medium,0,1
701,France,Male,23,3,0.0,2,1,0,38960.59,0.0266,Low,Low,0,0
645,France,Male,40,6,131411.24,1,1,1,194656.11,0.1291,Low,Low,0,0
699,Spain,Female,25,8,0.0,2,1,1,52404.47,0.0338,Low,Low,0,0
571,France,Female,38,6,107193.82,2,0,0,38962.94,0.0857,Low,Low,0,0
667,France,Male,23,1,0.0,2,1,0,91573.19,0.0265,Low,Low,0,0
638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0.0982,Low,Low,0,0
713,Spain,Female,48,1,163760.82,1,0,0,157381.14,0.6106,Medium,Medium,1,1
584,Spain,Female,30,5,0.0,2,1,1,185201.58,0.0396,Low,Low,0,0
687,France,Male,34,7,129895.19,1,0,1,28698.17,0.0554,Low,Low,0,0
613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0.1154,Low,Low,0,0
694,France,Male,42,8,133767.19,1,1,0,36405.21,0.2134,Low,Low,0,0
682,France,Male,30,9,0.0,2,1,1,2053.42,0.024,Low,Low,0,0
796,France,Female,50,1,94164.0,1,1,1,189414.74,0.3675,Low,Medium,0,1
655,France,Male,44,8,87471.63,1,0,1,188593.98,0.1771,Low,Low,0,0
586,Spain,Male,42,6,0.0,2,1,1,123410.23,0.0304,Low,Low,0,0
640,France,Female,33,6,84719.13,2,1,1,113048.79,0.0494,Low,Low,0,0
666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0.1673,Low,Low,0,0
543,France,Male,42,7,0.0,1,1,1,56650.47,0.2431,Low,Low,0,0
492,Germany,Female,49,2,151249.45,2,1,1,167237.94,0.409,Medium,Medium,0,1
792,France,Male,50,9,0.0,4,1,1,194700.81,0.901,High,High,1,1
646,Germany,Male,39,6,121681.91,2,0,1,61793.47,0.1016,Low,Low,0,0
741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0.0873,Low,Low,0,0
521,France,Male,30,2,107316.09,1,1,0,64299.82,0.0855,Low,Low,0,0
782,France,Female,70,7,97072.42,1,0,1,131177.22,0.1251,Low,Low,0,0
743,France,Male,43,5,0.0,2,0,0,113079.19,0.0619,Low,Low,1,0
737,France,Male,30,8,174356.13,1,0,0,31928.5,0.1203,Low,Low,0,0
674,France,Male,18,7,0.0,2,1,1,55753.12,0.0237,Low,Low,1,0
676,France,Male,38,8,0.0,2,1,1,133692.88,0.0265,Low,Low,0,0
835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0.1325,Low,Low,0,0
573,Spain,Male,46,3,65269.23,1,0,1,189988.65,0.2843,Low,Low,1,0
727,Spain,Female,57,1,109679.72,1,0,1,753.37,0.3501,Low,Medium,0,1
664,France,Female,34,7,93920.47,1,0,0,179913.98,0.1344,Low,Low,0,0
621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0.1762,Low,Low,0,0
660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0.3104,Low,Low,0,0
531,Spain,Female,45,1,126495.57,2,1,1,164741.5,0.282,Low,Low,0,0
596,Spain,Male,30,6,121345.88,4,1,0,41921.75,0.8733,High,High,1,1
732,France,Male,25,0,110942.9,1,0,0,172576.56,0.0805,Low,Low,0,0
488,France,Female,22,6,0.0,2,1,1,66393.89,0.0324,Low,Low,0,0
713,France,Female,25,4,121172.97,1,1,1,56268.98,0.0763,Low,Low,0,0
697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0.3895,Low,Medium,0,1
651,Spain,Male,38,2,0.0,3,1,0,67029.82,0.5583,Medium,Medium,1,1
658,Germany,Male,37,3,168735.74,2,0,0,70370.24,0.062,Low,Low,0,0
613,Spain,Male,29,0,0.0,2,0,1,133897.32,0.0311,Low,Low,0,0
779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0.0998,Low,Low,0,0
579,Germany,Female,39,5,117833.3,3,0,0,5831.0,0.9315,High,High,1,1
588,Germany,Female,48,1,143279.58,2,1,0,31580.8,0.4722,Medium,Medium,1,1
664,France,Male,46,2,0.0,1,1,1,177423.02,0.3586,Low,Medium,1,1
633,France,Male,29,10,130206.28,1,1,0,184654.87,0.0956,Low,Low,0,0
779,France,Female,41,10,99786.2,1,1,0,86927.53,0.2274,Low,Low,0,0
623,France,Female,35,5,0.0,2,1,0,101192.08,0.0463,Low,Low,0,0
744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0.0894,Low,Low,0,0
644,France,Male,33,7,174571.36,1,0,1,43943.09,0.0631,Low,Low,0,0
467,France,Male,57,1,0.0,2,1,1,114448.77,0.0904,Low,Low,0,0
736,France,Male,43,4,176134.54,1,1,1,52856.88,0.1624,Low,Low,0,0
592,Spain,Male,55,8,85845.43,2,1,1,128918.42,0.1744,Low,Low,0,0
617,France,Female,27,4,0.0,2,0,0,190269.21,0.0378,Low,Low,0,0
717,Germany,Female,33,0,115777.23,1,1,1,81508.1,0.1622,Low,Low,0,0
781,Spain,Male,35,4,80790.74,1,1,0,116429.51,0.1072,Low,Low,0,0
619,Spain,Male,34,1,0.0,1,1,0,139919.38,0.1565,Low,Low,0,0
571,France,Female,47,7,0.0,2,0,0,112366.98,0.1747,Low,Low,0,0
570,France,Female,58,8,0.0,1,0,1,116503.92,0.4592,Medium,Medium,1,1
809,Germany,Male,41,1,79706.25,2,1,0,165675.01,0.0587,Low,Low,0,0
703,Germany,Female,26,1,97331.19,1,1,0,63717.49,0.2428,Low,Low,0,0
475,France,Female,32,8,119023.28,1,1,0,100816.29,0.1077,Low,Low,0,0
692,Germany,Female,43,2,69014.49,2,0,0,164621.43,0.2351,Low,Low,0,0
484,Spain,Female,39,5,0.0,2,1,1,175224.12,0.0747,Low,Low,0,0
705,Spain,Female,57,3,0.0,2,1,1,34134.14,0.1063,Low,Low,0,0
674,France,Female,45,6,72494.69,1,0,1,140041.78,0.3379,Low,Low,0,0
639,France,Male,77,6,80926.02,2,1,1,55829.25,0.0408,Low,Low,0,0
571,France,Male,38,1,121405.04,1,1,1,154844.22,0.0894,Low,Low,0,0
524,Germany,Male,29,9,144287.6,2,1,0,32063.3,0.0605,Low,Low,0,0
671,Spain,Male,50,8,0.0,1,0,1,2560.11,0.4076,Medium,Medium,0,1
653,Spain,Male,30,4,0.0,2,1,0,120736.04,0.0311,Low,Low,0,0
554,France,Male,40,4,0.0,1,0,1,168780.04,0.197,Low,Low,0,0
711,France,Female,34,6,0.0,2,1,1,175310.38,0.0344,Low,Low,0,0
589,France,Female,59,2,0.0,2,1,1,126160.24,0.087,Low,Low,1,0
637,France,Male,32,5,0.0,1,0,0,148769.08,0.1363,Low,Low,0,0
445,Germany,Female,48,7,168286.58,1,1,0,16645.77,0.5914,Medium,Medium,1,1
598,France,Female,40,9,0.0,1,1,0,68462.59,0.3616,Low,Medium,1,1
651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0.48,Medium,Medium,0,1
572,France,Male,33,5,0.0,1,0,1,41139.05,0.0919,Low,Low,0,0
739,Germany,Male,45,7,102703.62,1,0,1,147802.94,0.4978,Medium,Medium,1,1
697,Germany,Male,31,3,108805.42,2,0,1,123825.83,0.06,Low,Low,0,0
786,Spain,Male,40,6,0.0,2,0,0,41248.8,0.0342,Low,Low,0,0
599,Germany,Male,40,10,137456.28,2,1,1,14113.11,0.0936,Low,Low,0,0
735,France,Male,31,3,119558.35,1,0,0,72927.68,0.0917,Low,Low,0,0
850,Germany,Male,43,0,108508.82,3,1,0,184044.8,0.9261,High,High,1,1
708,France,Female,33,8,0.0,2,0,1,15246.83,0.0307,Low,Low,0,0
687,Spain,Female,40,1,0.0,2,1,0,8207.36,0.054,Low,Low,0,0
619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0.45,Medium,Medium,0,1
776,France,Female,38,2,169824.46,1,1,0,169291.7,0.2008,Low,Low,0,0
720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0.0973,Low,Low,0,0
785,France,Female,39,1,130147.98,1,1,0,163798.41,0.2028,Low,Low,1,0
774,France,Male,36,7,103688.19,1,0,1,118971.74,0.0606,Low,Low,0,0
699,Germany,Male,36,2,123601.56,2,1,0,103557.85,0.089,Low,Low,0,0
776,France,Male,36,1,0.0,2,1,0,53477.76,0.0306,Low,Low,0,0
559,France,Male,34,4,0.0,2,1,1,66721.98,0.0257,Low,Low,0,0
670,France,Male,37,2,0.0,2,1,1,54229.74,0.0273,Low,Low,0,0
740,Germany,Female,36,4,109044.6,1,0,0,94554.74,0.3499,Low,Medium,1,1
577,Spain,Male,29,2,0.0,1,1,1,168924.41,0.1041,Low,Low,0,0
761,France,Female,33,6,138053.79,2,1,0,148779.41,0.0682,Low,Low,0,0
795,France,Male,32,2,117265.21,1,1,1,198317.23,0.0517,Low,Low,0,0
765,France,Male,41,4,124182.21,1,0,0,100153.43,0.1822,Low,Low,0,0
517,Germany,Female,59,8,154110.99,2,1,0,101240.08,0.704,High,High,1,1
621,France,Female,50,5,0.0,2,1,0,191756.54,0.2543,Low,Low,1,0
627,Spain,Female,28,3,157597.61,1,0,1,34097.22,0.0881,Low,Low,0,0
624,Spain,Male,46,3,0.0,2,1,1,62825.03,0.0669,Low,Low,0,0
656,Germany,Female,23,4,163549.63,1,0,1,21085.12,0.1446,Low,Low,0,0
586,France,Female,35,7,164769.02,3,1,0,119814.25,0.9322,High,High,1,1
590,Spain,Female,51,3,154962.99,3,0,1,191932.27,0.951,High,High,1,1
523,France,Male,30,1,83181.29,1,1,1,138176.78,0.0555,Low,Low,0,0
728,France,Male,37,0,0.0,2,1,1,72203.8,0.0297,Low,Low,0,0
593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0.0929,Low,Low,0,0
